,id,pred_label,probs
551,551,no_relation,"[0.7882080078125, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144, 0.007303172144]"
552,552,per:spouse,"[0, 0.00035338453, 0.0005222684, 0.0007733717, 0.02074006, 0.0010853165, 0.0006186968, 0.00033067976, 0.00221716, 0.00046953198, 0.010572316, 0.0003502922, 0.0016021349, 0.05550328, 0.0043558516, 0.00044367654, 0.0059247436, 0.86652327, 0.0005017704, 0.0002308517, 0.00053779554, 0.02220742, 0.00127944, 0.00033164996, 0.00063151587, 0.00028983576, 0.00027200975, 0.0005660872, 0.0003628262, 0.0004027903]"
553,553,per:place_of_residence,"[0, 0.0018652313, 0.0013900194, 0.000349612, 0.005890185, 0.00025107941, 0.3470467, 0.0011571593, 0.00056168716, 0.0006525237, 0.001533923, 0.59964293, 0.0012827754, 0.0005892183, 0.0036734063, 0.018072315, 0.0008693211, 0.0006902127, 0.00029182664, 0.00029991637, 0.00044803476, 0.00021538971, 0.00030226866, 0.00078440807, 0.00061059947, 0.0003813578, 0.0056314417, 0.0043601487, 0.00052049133, 0.00063585374]"
554,554,org:top_members/employees,"[0, 0.9940486, 0.00065994635, 0.00043897555, 0.0012486945, 0.000486139, 6.8145884e-05, 9.063196e-05, 5.4971064e-05, 0.0003397113, 6.585604e-05, 7.35395e-05, 2.0143883e-05, 4.1251915e-05, 7.617086e-05, 4.5262143e-05, 7.755949e-05, 3.7707305e-05, 5.0149574e-05, 0.00018616913, 0.00066837796, 3.9478342e-05, 0.00017564926, 5.9787188e-05, 5.7891164e-05, 6.6178385e-05, 2.74797e-05, 3.9209393e-05, 0.00071148464, 4.495379e-05]"
555,555,no_relation,"[0.9132080078125, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317, 0.002992827317]"
556,556,per:title,"[0, 0.00025605032, 0.000388908, 0.0006142328, 0.8014695, 0.0010112164, 0.026016023, 0.00031772762, 0.00692054, 0.00038777027, 0.002252125, 0.0020496447, 0.10492479, 0.0077128843, 0.006270531, 0.017229157, 0.0047703683, 0.00160903, 0.00030347402, 0.00041683015, 0.00039580473, 0.0084132375, 0.0007111323, 0.0005947537, 0.0007906185, 0.0004398306, 0.0014463803, 0.0011458583, 0.00040996724, 0.00073155964]"
557,557,per:title,"[0, 0.000668147, 6.667438e-05, 0.00031669086, 0.9537721, 0.00015639108, 0.007411278, 5.22312e-05, 0.013289674, 0.00010136887, 0.00021054996, 0.00024918115, 0.0041089156, 0.000255589, 0.012931206, 0.001929575, 0.0005442782, 0.00034586928, 0.00012952619, 0.0001467724, 8.561159e-05, 0.00071037107, 0.00019606258, 0.0001417021, 0.0003821887, 0.00018919712, 0.00016373645, 0.00028057257, 0.00044627872, 0.0007182184]"
558,558,no_relation,"[0.9900283813476562, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919, 0.000343848919]"
559,559,no_relation,"[0.9937820434570312, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295, 0.000214412295]"
560,560,no_relation,"[0.576904296875, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004, 0.014589507004]"
561,561,no_relation,"[0.600341796875, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349, 0.013781317349]"
562,562,no_relation,"[0.7769775390625, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688, 0.007690429688]"
563,563,no_relation,"[0.8310546875, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431, 0.005825700431]"
564,564,per:employee_of,"[0, 0.0007328304, 0.000413244, 0.00013241975, 0.0013524961, 9.012622e-05, 0.9000409, 0.00023745096, 0.0003416308, 0.00047294874, 0.00036322043, 0.08177755, 0.0010410534, 0.00013796394, 0.0018190942, 0.005565032, 0.0003014881, 0.00026270593, 0.000117776566, 0.00013476801, 9.074442e-05, 0.0001115086, 0.00012439683, 0.00038891827, 0.00033551417, 0.00019714232, 0.0012159268, 0.001603778, 0.00027531345, 0.0003221885]"
565,565,org:top_members/employees,"[0, 0.98611766, 0.003959816, 0.0014883705, 0.0020543253, 0.0005496839, 8.4461564e-05, 0.0003196557, 0.000106457075, 0.00089746824, 0.0001462218, 0.00010368678, 2.8905473e-05, 8.1543796e-05, 0.000106457075, 7.133244e-05, 0.0001312645, 0.00010158205, 7.7657816e-05, 0.0003787616, 0.0011512474, 7.48288e-05, 0.0003571626, 0.00012580513, 0.00013075277, 0.00015027521, 6.036196e-05, 9.92289e-05, 0.0009751445, 6.995275e-05]"
566,566,no_relation,"[0.9938087463378907, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506, 0.000213491506]"
567,567,no_relation,"[0.506591796875, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597, 0.01701407597]"
568,568,per:children,"[0, 7.509004e-05, 0.00013750613, 0.00012011077, 0.00013037902, 0.0001859404, 6.837026e-05, 0.0001584232, 0.00011466649, 7.4287724e-05, 0.991495, 0.00023837363, 0.0001817218, 0.000648679, 0.00015696025, 0.00013844932, 0.0010674039, 0.0015945582, 0.00019505425, 9.004671e-05, 9.604162e-05, 0.0013853762, 0.00020361817, 0.00012253957, 0.00022843159, 0.00028688487, 0.0002785552, 0.0001978842, 0.00024208314, 8.753233e-05]"
569,569,per:title,"[0, 0.00054707355, 3.9552546e-05, 5.987032e-05, 0.995917, 5.332783e-05, 0.0011413132, 2.494548e-05, 0.00014156749, 3.092412e-05, 2.9594574e-05, 8.245472e-05, 6.1861356e-05, 2.4630792e-05, 0.0007419418, 0.00029555665, 6.679017e-05, 9.345625e-05, 3.690305e-05, 4.7709476e-05, 6.140993e-05, 9.833665e-05, 4.9682734e-05, 3.9513943e-05, 3.9707353e-05, 5.5155124e-05, 4.049051e-05, 4.479703e-05, 8.7345055e-05, 4.7153648e-05]"
570,570,per:title,"[0, 0.00010145657, 1.1692953e-05, 4.0852294e-05, 0.99797004, 2.977165e-05, 0.00030215477, 1.2667814e-05, 0.0001587586, 1.4104394e-05, 1.723051e-05, 5.4858807e-05, 6.592242e-05, 1.3750783e-05, 0.00046844373, 0.00020484785, 3.7196434e-05, 9.6739655e-05, 1.7163336e-05, 2.064237e-05, 2.3712862e-05, 7.9420606e-05, 2.93244e-05, 1.5445328e-05, 3.4317196e-05, 4.9427883e-05, 2.7014903e-05, 3.2143715e-05, 3.703333e-05, 3.3933953e-05]"
571,571,no_relation,"[0.702880859375, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608, 0.010245487608]"
572,572,no_relation,"[0.92633056640625, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296, 0.002540325296]"
573,573,no_relation,"[0.641357421875, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453, 0.012366985453]"
574,574,no_relation,"[0.989593505859375, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626, 0.000358844626]"
575,575,no_relation,"[0.89605712890625, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934, 0.003584236934]"
576,576,no_relation,"[0.577880859375, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435, 0.014555832435]"
577,577,org:top_members/employees,"[0, 0.98915344, 0.0005606063, 0.00046749008, 0.003673505, 0.0002178813, 8.2759005e-05, 0.00012950077, 5.9900845e-05, 0.00021377146, 8.681544e-05, 8.31641e-05, 2.7078644e-05, 7.820177e-05, 0.00031942382, 7.051156e-05, 0.00013584824, 0.00012000278, 8.639256e-05, 0.00018874477, 0.0019894638, 8.139642e-05, 0.00027325103, 0.00015147569, 9.28669e-05, 8.613984e-05, 3.629624e-05, 5.632662e-05, 0.0014190314, 5.874226e-05]"
578,578,org:product,"[0, 0.00016957268, 0.0003139546, 0.99260324, 0.00105203, 0.00045026853, 5.409293e-05, 5.6688903e-05, 0.0023615432, 0.00015481288, 8.191995e-05, 6.745135e-05, 0.00018362055, 6.058121e-05, 0.00010165277, 4.0002647e-05, 0.00017414581, 0.00017190696, 0.00023187742, 0.00012412261, 0.00024041544, 8.944582e-05, 0.00016153109, 7.680651e-05, 0.00011412399, 0.00014490161, 8.5266496e-05, 0.00014051207, 0.00025649264, 0.00023697632]"
579,579,no_relation,"[0.940460205078125, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377, 0.002053096377]"
580,580,no_relation,"[0.532958984375, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608, 0.016104862608]"
581,581,no_relation,"[0.72802734375, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457, 0.009378367457]"
582,582,org:place_of_headquarters,"[0, 0.00028848337, 0.0018234937, 0.00033183274, 6.681108e-05, 0.0033083756, 5.5550838e-05, 0.8960712, 8.799319e-05, 0.00019360766, 0.0001528574, 0.0003457544, 8.868334e-05, 9.449515e-05, 8.972871e-05, 0.00025705266, 0.00012928575, 6.832869e-05, 0.000138568, 0.0004101677, 0.09481485, 0.00014303642, 0.0001613708, 0.00010049138, 0.00012555305, 0.000111560184, 0.00019848946, 0.00013782571, 0.00014451066, 6.006478e-05]"
583,583,no_relation,"[0.6728515625, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603, 0.011280980603]"
584,584,per:employee_of,"[0, 0.0024354302, 0.000840225, 0.00028783304, 0.0114526255, 0.00032871563, 0.46286613, 0.00065757084, 0.00068209815, 0.00060964015, 0.0011150211, 0.44339857, 0.0038305342, 0.0006543679, 0.011143711, 0.038895376, 0.001426482, 0.00084475003, 0.00031305064, 0.00040039787, 0.00047548424, 0.00035438658, 0.00036208276, 0.0009953588, 0.00095302996, 0.0005696361, 0.008265144, 0.0043532993, 0.00049636053, 0.0009926893]"
585,585,no_relation,"[0.8785400390625, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515, 0.004188274515]"
586,586,org:top_members/employees,"[0, 0.99027807, 0.0006146023, 0.0013608942, 0.0024307994, 0.0004897645, 7.921354e-05, 0.0001314969, 8.531635e-05, 0.0006616296, 0.00011280525, 0.000103971826, 2.7644117e-05, 5.1746978e-05, 9.135248e-05, 6.7031e-05, 0.00012826275, 7.798545e-05, 6.452606e-05, 0.0002024765, 0.0013049307, 5.8751648e-05, 0.0002828318, 0.00016221851, 7.88277e-05, 0.00015795858, 4.526694e-05, 5.7334648e-05, 0.0007384616, 5.3755826e-05]"
587,587,per:title,"[0, 0.00435824, 0.00029658191, 0.00039061176, 0.8755065, 0.00026198835, 0.009335151, 0.00019336684, 0.0012067726, 0.00040518155, 0.0005433709, 0.0012731286, 0.00059677626, 0.00052613916, 0.085676946, 0.0013401036, 0.002608785, 0.008701318, 0.0004441366, 0.00036444594, 0.00034269976, 0.0018167846, 0.0005092051, 0.00029920012, 0.00034640095, 0.00032099485, 0.00026533558, 0.0006193383, 0.0011035678, 0.0003467394]"
588,588,per:other_family,"[0, 0.00040704207, 0.0005112936, 0.00021894036, 0.0004324486, 0.00045275985, 0.0002716786, 0.00032420547, 0.00044400268, 0.0004050594, 0.012762023, 0.00022087313, 0.0013369224, 0.9394569, 0.008272031, 0.00073427416, 0.0011120067, 0.010456827, 0.0005185851, 0.0002775786, 0.00016318003, 0.016164249, 0.0012973723, 0.00065108686, 0.0008219968, 0.00020308082, 0.0005112936, 0.0006940944, 0.000507067, 0.00037097814]"
589,589,org:product,"[0, 0.00029384845, 0.0026733081, 0.99355114, 8.337084e-05, 0.00047789564, 2.8896728e-05, 0.00010820644, 0.00071043445, 0.00013633566, 6.0284794e-05, 3.561307e-05, 9.332533e-05, 6.921818e-05, 3.8469323e-05, 1.9590729e-05, 6.84786e-05, 0.00012366618, 9.5538475e-05, 0.00015042243, 0.0002118062, 3.918977e-05, 0.0001556052, 5.2070343e-05, 8.9400186e-05, 8.060875e-05, 5.5428587e-05, 0.00012421081, 0.00026650899, 0.00010707642]"
590,590,org:top_members/employees,"[0, 0.9989812, 1.4992613e-05, 2.0303236e-05, 2.1910198e-05, 1.3838845e-05, 3.4841854e-05, 1.2314535e-05, 1.3179353e-05, 2.283869e-05, 1.2117697e-05, 2.84089e-05, 9.03594e-06, 1.1305971e-05, 5.380625e-05, 2.2260667e-05, 1.4861421e-05, 9.340998e-06, 1.01593805e-05, 4.0436993e-05, 2.4169625e-05, 1.2924441e-05, 2.64691e-05, 1.913843e-05, 1.5288317e-05, 1.0995642e-05, 9.071306e-06, 1.15458615e-05, 0.0005100012, 1.3224476e-05]"
591,591,per:title,"[0, 7.471228e-05, 1.3438576e-05, 3.5788322e-05, 0.99746585, 3.31959e-05, 0.0005018226, 1.4587436e-05, 0.00013652242, 1.509465e-05, 1.9457771e-05, 6.899222e-05, 9.7758915e-05, 1.4977182e-05, 0.0007014907, 0.0002659959, 4.7411824e-05, 9.852565e-05, 1.7578634e-05, 2.1749152e-05, 2.8827015e-05, 8.2301165e-05, 2.6427337e-05, 1.7733815e-05, 2.7574168e-05, 4.4724526e-05, 3.1644828e-05, 3.121513e-05, 3.0373154e-05, 3.4166133e-05]"
592,592,per:employee_of,"[0, 8.975711e-05, 3.6594225e-05, 2.2457152e-05, 0.00015108752, 2.0268542e-05, 0.9972742, 1.3214777e-05, 0.00018821516, 4.331901e-05, 3.072528e-05, 9.6577845e-05, 0.0002440447, 1.8654031e-05, 0.00058030995, 0.00068377214, 4.3129065e-05, 3.6755395e-05, 2.6499782e-05, 3.1778094e-05, 1.799204e-05, 2.8555329e-05, 2.7260992e-05, 5.0645052e-05, 3.9995124e-05, 3.8275586e-05, 3.0013527e-05, 3.7079863e-05, 5.3871907e-05, 4.491287e-05]"
593,593,per:place_of_residence,"[0, 0.00091118016, 0.0002644735, 0.00017755911, 0.004429759, 0.00014225538, 0.38460323, 0.0004788996, 0.00042490353, 0.00044638355, 0.00089820405, 0.5574128, 0.0016480216, 0.00039877032, 0.0048603895, 0.028744955, 0.0009463216, 0.0006434866, 0.00026139227, 0.00021522552, 0.0003304308, 0.00023067788, 0.00026139227, 0.00070621434, 0.0005458534, 0.0003889626, 0.005710185, 0.0029710964, 0.00045164538, 0.00049530936]"
594,594,per:title,"[0, 0.00015138282, 1.529576e-05, 5.268822e-05, 0.9941136, 2.8105742e-05, 0.0013241327, 2.5640602e-05, 0.0006930153, 2.3483228e-05, 3.257141e-05, 0.000118713906, 0.00013586442, 3.3539764e-05, 0.0015847794, 0.00061517785, 0.00010810261, 0.00015033316, 3.4503202e-05, 3.73433e-05, 2.7751186e-05, 0.000183183, 4.524301e-05, 3.350703e-05, 4.9520175e-05, 5.406953e-05, 4.6565354e-05, 6.6571636e-05, 0.00011804647, 9.7275886e-05]"
595,595,no_relation,"[0.501953125, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172, 0.017174030172]"
596,596,per:spouse,"[0, 0.00029106464, 0.00021357225, 0.0002825231, 0.0004329049, 0.000117485964, 0.0005694597, 0.00012653737, 0.0002943519, 0.00027183248, 0.0011664602, 0.0004132825, 0.001091516, 0.001578868, 0.17085071, 0.00020200878, 0.009790526, 0.80874014, 0.0003951279, 0.00021046656, 0.00019598489, 0.0004814687, 0.0004480666, 0.00022316702, 0.0002841834, 0.00020181158, 0.00014033793, 0.0004093661, 0.00033879693, 0.00023790829]"
597,597,no_relation,"[0.63232421875, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216, 0.012678475216]"
598,598,org:member_of,"[0, 0.0019130848, 0.00053150393, 0.00069287344, 8.817503e-05, 0.0014314357, 3.661352e-05, 0.0052308636, 7.1966366e-05, 0.00026471628, 8.877986e-05, 4.4684934e-05, 6.338617e-05, 6.840307e-05, 0.00013543924, 3.8146474e-05, 0.00011233791, 8.372738e-05, 0.00016005464, 0.0008061053, 0.9871389, 0.00016708187, 0.0002589316, 6.119647e-05, 9.7172895e-05, 0.00011466549, 4.297308e-05, 4.356464e-05, 0.0001726805, 4.0487917e-05]"
599,599,per:product,"[0, 0.00030684692, 0.0008966043, 0.005909738, 0.0064526587, 0.0003974774, 0.017625999, 0.0005738256, 0.92548, 0.0003222015, 0.006421228, 0.0009689872, 0.0009465406, 0.0015923328, 0.00064391067, 0.008836981, 0.0015651603, 0.0025139751, 0.0005990196, 0.0011251429, 0.00041777492, 0.0053442204, 0.0013001002, 0.0011580283, 0.0015009799, 0.00045393346, 0.0009437716, 0.0012321129, 0.0010115309, 0.003458922]"
600,600,no_relation,"[0.9256591796875, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562, 0.002563476562]"
601,601,org:top_members/employees,"[0, 0.9993625, 3.538244e-05, 3.2763375e-05, 6.9351605e-05, 2.6334148e-05, 3.019225e-05, 1.0373837e-05, 1.3763248e-05, 1.564156e-05, 1.3973162e-05, 2.4359568e-05, 1.2935689e-05, 1.2648379e-05, 6.928392e-05, 1.7893775e-05, 1.14045615e-05, 1.2229337e-05, 7.597076e-06, 3.2835447e-05, 1.6642227e-05, 9.966683e-06, 2.2661308e-05, 1.591117e-05, 1.4494359e-05, 1.069269e-05, 6.068759e-06, 1.3973162e-05, 6.867764e-05, 9.436267e-06]"
602,602,no_relation,"[0.747314453125, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472, 0.00871329472]"
603,603,no_relation,"[0.92657470703125, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654, 0.002531906654]"
604,604,no_relation,"[0.964111328125, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409, 0.001237540409]"
